UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
SP;EMBU-GUACU;33834;19949;0;2508;280;2943;1495;0;8;264;4856;710;298;0;135;230;1;2;1;16;5;133
SP;EMILIANOPOLIS;1327;731;0;58;2;131;31;0;0;3;312;15;13;0;21;5;0;0;0;0;0;5
SP;ENGENHEIRO COELHO;7703;3955;0;373;68;576;265;0;7;48;1820;233;153;0;99;83;0;0;0;1;4;18
SP;ESPIRITO SANTO DO PINHAL;25355;15259;0;647;116;2029;817;0;74;121;4773;1056;82;0;164;126;2;1;0;1;1;86
SP;ESPIRITO SANTO DO TURVO;2051;1207;0;158;42;205;40;0;1;24;217;5;37;0;58;55;0;0;0;0;0;2
SP;ESTIVA GERBI;5688;3126;0;284;95;418;112;0;24;20;1225;186;27;0;53;111;0;1;0;0;0;6
SP;ESTRELA D'OESTE;5333;3002;0;281;62;500;97;0;8;9;827;280;31;0;151;75;0;0;0;0;1;9
SP;ESTRELA DO NORTE;955;685;0;23;1;101;28;0;1;4;82;9;8;0;11;2;0;0;0;0;0;0
SP;EUCLIDES DA CUNHA PAULISTA;3566;1930;0;93;11;271;48;0;1;7;949;142;51;0;54;9;0;0;0;0;0;0
SP;FARTURA;7420;4709;0;288;32;695;147;0;4;28;1171;122;43;0;122;37;1;0;0;4;0;17
SP;FERNANDO PRESTES;3180;1826;0;224;36;433;83;0;6;9;367;73;17;0;61;42;0;0;0;0;0;3
SP;FERNANDOPOLIS;51045;26017;0;1496;338;3883;1100;1;234;99;11287;4311;193;1;1385;524;5;1;0;4;7;159
SP;FERNAO;650;358;0;33;8;71;24;0;0;3;117;9;8;0;10;9;0;0;0;0;0;0
SP;FERRAZ DE VASCONCELOS;60531;42114;0;2190;142;3620;2770;1;17;306;7908;666;360;0;198;71;1;0;0;45;21;101
SP;FLORA RICA;734;453;0;19;11;57;8;0;0;1;136;4;10;0;20;14;0;1;0;0;0;0
SP;FLOREAL;1848;1137;0;62;14;192;41;0;1;10;285;20;7;0;66;10;0;0;1;0;0;2
SP;FLORIDA PAULISTA;5541;3527;0;318;60;446;93;0;19;20;534;94;116;0;184;122;0;0;0;1;0;7
SP;FLORINEA;1178;688;0;47;6;106;34;1;5;6;233;13;8;0;22;6;0;0;0;0;1;2
SP;FRANCA;225885;133063;0;3436;550;16075;5849;0;778;398;53607;6825;618;0;2588;714;18;8;0;21;46;1291
SP;FRANCISCO MORATO;38494;26431;0;612;38;1751;1186;0;5;221;7314;573;226;0;79;26;0;0;0;2;4;26
SP;FRANCO DA ROCHA;45429;31326;0;942;46;2652;1386;0;6;235;7602;724;187;0;169;31;0;0;0;8;4;111
SP;GABRIEL MONTEIRO;1623;846;0;64;31;163;41;0;0;1;304;47;12;0;44;67;0;0;0;0;0;3
SP;GALIA;2904;1691;0;142;45;247;103;0;5;20;474;48;39;0;34;51;1;0;0;0;0;4
SP;GARCA;25040;14323;0;752;118;1531;869;1;126;71;5550;994;113;1;333;165;2;0;0;4;0;87
SP;GASTAO VIDIGAL;1974;1150;0;60;3;163;41;0;2;8;406;22;55;0;54;9;0;0;0;0;0;1
SP;GAVIAO PEIXOTO;1671;1144;0;53;4;174;67;0;0;14;148;7;21;0;30;6;0;0;0;0;0;3
SP;GENERAL SALGADO;6507;3781;0;289;101;581;146;0;15;21;851;190;105;0;277;142;1;0;0;0;0;7
SP;GETULINA;4093;2572;0;139;29;368;114;0;1;5;596;83;67;0;75;40;2;0;0;1;0;1
SP;GLICERIO;1879;1017;0;124;19;170;28;0;2;5;345;72;28;0;41;23;0;0;0;0;0;5
SP;GUAICARA;4802;2553;0;126;17;286;107;0;2;11;970;223;30;0;110;361;1;0;0;0;0;5
SP;GUAIMBE;2023;1321;0;140;8;151;83;0;2;3;246;13;29;0;21;4;0;0;0;0;0;2
SP;GUAIRA;24575;11898;0;1230;524;2248;548;1;63;83;4241;1798;207;0;712;932;0;2;0;0;0;88
SP;GUAPIACU;10091;5554;0;440;69;954;257;0;38;28;2003;347;72;0;216;92;2;0;0;0;3;16
SP;GUAPIARA;4584;2362;0;338;16;387;119;0;5;43;1139;81;52;0;19;11;0;0;0;1;1;10
SP;GUARA;8149;4948;0;217;115;652;239;1;65;38;1008;373;169;0;148;162;0;0;0;0;0;14
SP;GUARACAI;4841;2622;0;304;14;522;92;1;4;27;934;155;34;0;112;14;1;0;0;0;0;5
SP;GUARACI;4279;2481;0;198;24;318;116;0;5;21;628;126;67;0;187;102;1;0;0;0;0;5
SP;GUARANI D'OESTE;895;522;0;26;3;81;14;0;1;3;189;22;5;0;26;2;0;0;0;0;0;1
SP;GUARANTA;2605;1532;0;98;18;186;104;0;0;8;477;38;41;0;61;37;0;0;0;0;0;5
SP;GUARARAPES;18879;9587;0;704;264;1258;421;0;131;58;3952;1476;140;0;463;375;3;0;0;1;0;46
SP;GUARAREMA;14629;8730;0;558;202;1114;534;3;20;83;2491;244;51;0;154;328;1;0;0;26;9;81
SP;GUARATINGUETA;61839;38061;0;1229;157;4214;2232;5;284;360;13044;901;179;0;437;180;11;12;0;25;11;497
SP;GUAREI;4558;2420;0;273;17;388;72;0;8;29;1128;85;76;0;42;17;0;0;0;0;0;3
SP;GUARIBA;17551;10336;0;881;181;1213;450;0;150;65;2531;458;288;0;563;374;3;0;0;14;4;40
SP;GUARUJA;120377;55197;0;2130;1064;4854;3672;5;96;397;34621;15178;433;0;862;1394;4;2;0;52;13;403
SP;GUARULHOS;589177;393377;0;22182;5653;35466;23190;0;106;4001;75575;8348;3958;3;3665;10500;7;25;4;480;48;2589
SP;GUATAPARA;2755;1634;0;201;54;212;75;0;5;19;373;29;52;0;35;57;0;0;0;0;0;9
SP;GUZOLANDIA;1881;1242;0;68;6;159;52;0;2;3;235;18;32;0;57;4;0;0;0;0;2;1
SP;HERCULANDIA;4013;2143;0;476;12;503;99;0;5;6;612;90;24;0;27;14;0;0;0;0;0;2
SP;HOLAMBRA;7772;4079;0;373;62;911;300;0;1;44;1389;226;91;0;143;91;1;0;0;1;4;56
SP;HORTOLANDIA;85233;58335;0;1851;300;4965;2088;4;18;438;14419;1445;462;0;597;200;0;6;0;7;3;95
SP;IACANGA;5279;2990;0;235;62;484;170;0;7;28;788;141;39;0;195;128;2;0;0;0;1;9
SP;IACRI;2759;1721;0;142;17;237;76;0;4;3;417;49;23;0;44;20;0;0;0;0;0;6
SP;IARAS;1378;809;0;55;3;138;37;1;2;16;237;13;37;0;19;7;1;0;0;0;2;1
SP;IBATE;15372;9447;0;607;129;1102;431;0;63;127;2435;335;203;0;242;212;1;0;0;0;4;34
SP;IBIRA;5770;3543;0;184;34;485;137;0;15;15;803;275;52;0;145;64;3;0;0;1;1;13
SP;IBIRAREMA;2896;1483;0;165;12;299;59;0;10;17;581;62;27;0;150;25;0;0;0;0;0;6
SP;IBITINGA;35182;18940;0;875;177;2527;1015;0;143;95;8857;1296;171;0;723;258;7;2;1;1;7;87
SP;IBIUNA;36802;20599;0;2041;144;3734;1339;0;11;213;7245;677;133;0;366;134;3;2;2;6;2;151
SP;ICEM;3877;2324;0;196;49;311;122;0;8;8;476;98;64;0;149;62;4;0;0;1;0;5
SP;IEPE;3689;2216;0;172;33;359;96;0;1;13;586;59;27;0;59;52;0;0;0;1;0;15
SP;IGARACU DO TIETE;10663;6657;0;341;97;622;269;0;45;37;1950;291;88;0;154;92;5;0;0;0;0;15
SP;IGARAPAVA;11969;7692;0;408;143;1018;267;0;49;54;1421;154;113;0;341;252;12;3;0;5;5;32
SP;IGARATA;4852;2935;0;150;9;425;171;0;3;27;905;63;14;0;95;10;0;2;0;2;1;40
SP;IGUAPE;8460;4566;0;236;12;629;337;0;12;56;1937;425;49;0;156;6;6;1;0;2;2;28
SP;ILHA COMPRIDA;4411;2172;0;172;14;361;159;0;3;27;1032;276;72;0;87;18;0;2;0;1;4;11
SP;ILHA SOLTEIRA;15921;8339;0;265;22;910;326;0;79;33;3655;1453;93;0;679;32;7;0;0;2;10;16
SP;ILHABELA;14625;6026;0;343;3;1050;492;0;9;64;5181;881;53;0;255;14;3;2;0;0;5;244
SP;INDAIATUBA;160430;94513;0;3304;405;11475;5084;0;1757;607;32681;7914;260;1;900;442;4;10;0;53;25;995
SP;INDIANA;2657;1592;0;124;49;192;58;0;2;9;477;44;12;0;41;54;0;0;0;0;0;3
SP;INDIAPORA;2262;1459;0;66;9;190;35;0;3;4;323;52;21;0;84;12;1;1;0;0;0;2
SP;INUBIA PAULISTA;1684;1117;0;58;10;137;34;0;3;7;231;22;12;0;29;21;0;0;0;0;1;2
SP;IPAUSSU;5409;3312;0;206;24;350;149;0;17;24;708;188;57;0;225;132;5;0;0;0;0;12
SP;IPERO;7919;4911;0;255;17;599;209;1;11;43;1494;155;29;0;137;32;3;0;0;5;1;17
SP;IPEUNA;3413;1957;0;195;35;361;113;0;6;30;456;72;39;0;72;59;0;1;0;1;0;16
SP;IPIGUA;1338;759;0;39;3;165;34;0;0;3;278;17;9;0;23;6;0;0;0;0;0;2
SP;IPORANGA;824;446;0;31;0;90;32;0;1;16;190;3;9;0;4;1;0;0;0;0;0;1
SP;IPUA;6269;3634;0;268;68;578;145;0;142;26;824;352;86;0;55;77;0;0;0;0;0;14
SP;IRACEMAPOLIS;13694;7667;0;549;454;1035;358;0;48;54;2065;464;116;0;173;676;0;0;0;1;0;34
SP;IRAPUA;3199;2007;0;131;32;279;65;0;2;7;397;87;81;0;68;36;0;0;0;0;0;7
SP;IRAPURU;2797;1753;0;109;22;274;54;0;5;16;402;33;26;0;66;35;1;0;0;0;0;1
SP;ITABERA;6257;3418;0;276;95;529;110;0;1;41;1355;148;42;0;92;132;1;0;0;1;2;14
SP;ITAI;11042;6645;0;536;137;1022;269;0;1;73;1383;212;163;0;295;243;16;0;0;4;1;42
SP;ITAJOBI;9620;5450;0;500;95;1106;223;0;8;16;1547;253;48;0;261;95;0;1;0;0;1;16
SP;ITAJU;1261;739;0;75;7;165;54;0;0;2;147;7;20;0;30;13;2;0;0;0;0;0
SP;ITANHAEM;34487;19824;0;839;111;2104;1185;2;11;223;8238;1185;115;0;356;120;4;4;0;22;10;134
SP;ITAOCA;715;324;0;31;0;61;10;0;0;9;254;10;9;0;6;1;0;0;0;0;0;0
SP;ITAPECERICA DA SERRA;68051;41970;0;2809;530;4439;2612;4;11;678;11829;1173;750;0;299;634;1;6;0;21;3;282
SP;ITAPETININGA;82288;44427;0;2845;353;5544;2091;0;101;444;18963;5217;481;0;1085;464;3;1;0;36;12;221
SP;ITAPEVA;50552;26954;0;1926;736;3630;1206;4;14;329;11319;1995;398;0;662;1224;2;5;0;9;1;138
SP;ITAPEVI;80478;52129;0;2019;437;4291;2865;0;10;384;15617;1667;178;0;251;438;0;2;0;18;6;166
SP;ITAPIRA;48685;25117;0;1693;162;3478;1347;0;588;137;13231;1814;219;0;425;268;20;5;0;3;4;174
SP;ITAPIRAPUA PAULISTA;942;405;0;48;0;85;33;0;0;16;325;8;14;0;3;0;0;0;0;0;1;4
SP;ITAPOLIS;27817;16290;0;1258;223;2522;930;1;176;111;4500;740;193;0;543;262;7;0;0;0;7;54
SP;ITAPORANGA;6030;3394;0;235;98;525;110;0;0;21;1166;145;79;0;101;136;0;0;0;3;2;15
SP;ITAPUI;5742;3288;0;377;32;396;179;1;22;41;920;257;70;0;96;45;2;0;0;0;0;16
SP;ITAPURA;1265;774;0;29;4;94;17;0;1;8;233;23;14;0;62;4;0;0;0;0;0;2
SP;ITAQUAQUECETUBA;99632;65808;0;3988;781;6020;3488;0;28;466;16176;1291;529;0;301;515;0;6;0;74;8;153
SP;ITARARE;20052;11370;0;935;238;1344;429;1;122;93;4182;498;266;0;191;324;1;1;0;2;3;52
SP;ITARIRI;3530;1771;0;337;63;293;101;0;1;33;704;92;23;0;29;64;1;0;0;7;0;11
SP;ITATIBA;72152;45760;0;2618;463;5725;2685;3;48;271;10987;1688;366;1;512;567;6;8;0;24;8;412
SP;ITATINGA;7263;4471;0;220;79;552;224;1;7;42;1075;197;109;0;140;129;1;0;0;0;2;14
SP;ITIRAPINA;7222;4223;0;303;73;552;235;0;54;46;1152;217;57;0;123;164;2;0;0;2;3;16
SP;ITIRAPUA;2268;1438;0;91;4;214;99;0;0;6;354;17;20;0;15;7;0;0;0;0;1;2
SP;ITOBI;3424;1846;0;154;6;268;118;0;2;25;839;53;79;0;22;5;3;0;0;0;1;3
SP;ITU;109853;65459;0;3201;854;7805;4187;1;221;464;20933;2725;660;2;1128;1431;1;42;0;30;27;682
SP;ITUPEVA;28808;17152;0;1211;548;2650;946;0;25;129;4579;459;113;0;198;623;1;2;0;6;4;162
SP;ITUVERAVA;23179;12975;0;652;257;1876;530;0;372;51;4009;1594;120;0;351;296;3;0;0;2;2;89
SP;JABORANDI;3038;1468;0;177;28;276;80;0;20;10;708;159;43;0;37;22;0;0;0;0;0;10
SP;JABOTICABAL;51098;27352;0;1953;216;3972;1481;2;776;121;10294;2813;251;0;1167;479;5;5;0;1;1;209
SP;JACAREI;117140;78204;0;2707;1059;6670;3933;1;189;625;18798;1804;359;0;1295;958;2;3;0;99;8;426
SP;JACI;3396;1819;0;203;44;362;86;0;0;12;654;62;14;0;64;64;0;0;0;0;0;12
SP;JACUPIRANGA;7000;3357;2;406;99;476;172;13;5;49;1504;241;415;0;99;131;2;2;0;1;1;25
SP;JAGUARIUNA;34414;19457;0;1108;158;2476;1120;0;70;97;7413;1449;193;0;371;282;2;2;0;12;7;197
SP;JALES;39200;18852;0;1240;271;2950;840;0;184;45;9805;3285;77;0;1120;381;38;2;0;4;2;104
SP;JAMBEIRO;2295;1386;0;116;25;231;78;0;1;40;309;14;16;0;34;25;0;1;0;6;1;12
SP;JANDIRA;47592;31168;0;1191;145;2926;1683;1;11;306;8506;1008;181;0;155;116;0;1;0;13;1;180
SP;JARDINOPOLIS;19801;11424;0;946;183;1578;624;0;282;112;3075;739;129;0;281;363;1;1;0;0;5;58
SP;JARINU;14665;8555;0;639;52;1267;477;0;2;57;3042;231;44;0;181;37;3;2;0;0;1;75
SP;JAU;93398;53365;3;2506;410;6328;3121;2;640;306;18484;5523;446;0;1283;529;15;6;0;10;9;412
SP;JERIQUARA;1309;819;0;58;11;117;61;0;1;4;172;6;21;0;24;9;2;0;0;0;0;4
SP;JOANOPOLIS;8074;4386;0;387;14;675;249;0;3;21;1873;325;19;0;81;7;1;0;0;0;0;33
SP;JOAO RAMALHO;1573;1034;0;35;8;144;23;0;0;9;234;35;21;0;13;10;0;0;0;1;0;6
SP;JOSE BONIFACIO;23935;11452;0;876;301;2026;502;0;100;64;5793;1322;99;0;763;560;7;0;0;0;4;66
SP;JULIO MESQUITA;1366;953;0;41;8;98;39;0;1;10;132;12;31;0;35;6;0;0;0;0;0;0
SP;JUMIRIM;1418;833;0;109;10;193;35;0;1;12;170;15;5;0;16;13;0;0;0;1;0;5
SP;JUNDIAI;291344;191357;0;8191;2090;20776;11380;2;130;855;41789;5902;1144;0;2318;3032;3;13;0;123;27;2212
SP;JUNQUEIROPOLIS;10571;5856;0;484;110;887;189;0;69;28;1810;407;198;0;332;167;1;1;0;0;3;29
SP;JUQUIA;6141;3341;0;421;65;490;180;0;2;32;1263;182;22;0;63;65;0;0;0;2;0;13
SP;JUQUITIBA;12913;7761;0;663;56;1022;706;0;0;96;2183;118;113;0;73;69;1;0;0;6;3;43
SP;LAGOINHA;3096;1416;0;143;6;251;86;0;2;26;1085;22;22;0;25;6;0;0;0;0;0;6
SP;LARANJAL PAULISTA;14482;8576;0;680;81;1330;513;0;14;54;2251;353;191;0;256;99;2;1;0;0;2;79
SP;LAVINIA;2215;1253;0;74;20;222;46;0;4;6;437;69;14;0;42;26;0;0;0;0;1;1
SP;LAVRINHAS;2454;1499;0;93;13;156;71;0;9;23;509;24;14;0;20;13;1;0;0;1;0;8
SP;LEME;60983;31181;0;2584;497;4338;1592;0;948;186;13807;3849;524;0;546;715;15;1;0;13;12;175
SP;LENCOIS PAULISTA;40010;23450;0;1465;313;2878;998;0;208;205;7117;1509;308;0;951;459;9;0;0;14;5;121
SP;LIMEIRA;190265;114537;0;4967;1841;14457;6260;2;268;922;34954;5870;624;0;1719;2805;9;8;0;14;31;977
SP;LINDOIA;4162;2456;0;167;6;375;119;0;0;27;836;85;25;0;44;10;0;0;0;0;1;11
SP;LINS;53230;27821;0;1520;1995;2748;1270;0;141;125;10867;3184;171;0;1135;2064;21;0;0;10;7;151
SP;LORENA;39835;24009;0;901;129;2333;1250;0;78;194;8843;1314;38;0;317;173;3;4;0;11;3;235
SP;LOURDES;944;580;0;27;0;75;13;0;1;5;199;16;16;0;10;1;0;0;0;0;0;1
SP;LOUVEIRA;23731;13636;0;946;108;1883;816;0;7;150;5439;341;57;0;117;99;0;1;0;1;4;126
SP;LUCELIA;10634;6159;0;392;150;705;212;0;20;33;1894;390;193;0;229;239;0;0;0;2;2;14
SP;LUCIANOPOLIS;956;602;0;50;2;123;26;0;0;10;107;8;18;0;4;5;0;0;0;0;0;1
SP;LUIS ANTONIO;5623;3326;0;285;102;467;167;0;5;30;604;66;153;0;175;218;2;2;0;0;0;21
SP;LUIZIANIA;1771;1023;0;66;4;178;22;0;2;3;368;46;25;0;24;5;0;0;0;0;0;5
SP;LUPERCIO;1574;998;0;50;9;140;59;0;0;5;256;11;30;0;8;6;0;0;0;0;1;1
SP;LUTECIA;1063;703;0;43;3;108;34;0;1;7;131;3;10;0;18;2;0;0;0;0;0;0
SP;MACATUBA;8983;5354;0;464;109;632;199;0;57;33;1286;268;84;0;326;148;1;0;0;0;1;21
SP;MACAUBAL;4555;2770;0;146;9;424;107;0;9;17;787;122;24;0;121;15;1;0;0;0;1;2
SP;MACEDONIA;1715;979;0;48;5;188;22;0;0;3;339;58;13;0;52;8;0;0;0;0;0;0
SP;MAGDA;1906;1208;0;107;16;187;64;0;2;14;194;22;9;0;61;20;0;0;0;0;0;2
SP;MAIRINQUE;22939;15219;0;631;65;1564;634;0;18;100;3909;366;105;0;180;66;0;3;0;13;2;64
SP;MAIRIPORA;46521;28301;0;2164;241;4067;2000;0;9;302;7387;929;152;0;332;176;0;6;0;25;15;415
SP;MANDURI;5304;3267;0;231;37;493;136;0;4;42;733;96;78;0;125;52;2;0;0;2;0;6
SP;MARABA PAULISTA;1423;866;0;37;0;141;35;0;0;8;274;16;17;0;25;1;0;0;0;2;0;1
SP;MARACAI;7457;3988;0;330;113;561;153;0;39;69;1585;180;52;0;196;183;0;0;0;0;0;8
SP;MARAPOAMA;2005;942;0;149;20;241;30;0;4;11;344;37;9;0;135;80;0;0;0;0;0;3
SP;MARIAPOLIS;1366;843;0;42;2;133;21;0;1;4;238;39;26;0;15;1;0;0;0;0;0;1
SP;MARILIA;143654;83720;0;3253;657;8828;4266;4;794;323;30674;7556;554;0;1538;894;64;10;0;9;1;509
SP;MARINOPOLIS;1010;538;0;84;1;83;15;0;2;8;186;21;8;0;64;0;0;0;0;0;0;0
SP;MARTINOPOLIS;11426;6925;0;426;71;910;271;0;4;42;1728;563;106;0;232;126;0;2;0;0;1;19
SP;MATAO;58429;32845;0;1599;616;4014;1593;0;285;101;12199;2353;374;0;1174;1047;13;3;0;2;5;206
SP;MAUA;190936;132898;0;3888;866;8364;6344;0;31;1101;30459;2985;1235;0;745;1559;7;6;3;36;17;392
SP;MENDONCA;2580;1480;0;106;29;264;54;0;0;4;375;48;24;0;131;61;1;0;0;0;0;3
SP;MERIDIANO;2677;1266;0;166;37;196;51;0;4;13;383;69;20;0;257;213;0;0;0;0;0;2
SP;MESOPOLIS;834;484;0;15;5;64;15;0;2;4;170;9;15;0;42;8;0;0;0;0;0;1
SP;MIGUELOPOLIS;9889;5567;0;321;62;794;299;0;64;16;1585;615;99;0;267;174;5;1;0;1;1;18
SP;MINEIROS DO TIETE;5755;3660;0;258;106;425;175;0;22;17;632;101;45;0;144;158;2;0;0;0;0;10
SP;MIRA ESTRELA;1466;910;0;41;2;177;22;0;0;5;199;23;27;0;59;1;0;0;0;0;0;0
SP;MIRACATU;6935;3353;0;646;101;530;207;0;2;81;1652;135;39;0;88;81;0;0;0;4;2;14
SP;MIRANDOPOLIS;15483;7834;0;546;294;1240;307;1;57;51;3365;639;160;0;507;453;5;0;0;0;6;18
SP;MIRANTE DO PARANAPANEMA;6923;3840;0;274;19;633;161;0;4;56;1573;140;79;0;114;22;1;0;0;2;1;4
SP;MIRASSOL;37521;20609;0;1283;280;2742;978;0;147;57;8467;1458;80;0;807;507;3;1;0;4;10;88
SP;MIRASSOLANDIA;1848;1062;0;49;4;195;45;0;0;11;406;14;11;0;41;7;0;0;0;0;0;3
SP;MOCOCA;38232;21643;0;1191;204;2865;887;0;186;131;7906;2010;331;0;387;324;4;0;0;30;2;131
SP;MOGI DAS CRUZES;206754;138308;3;6307;1666;14348;8668;12;157;934;25141;3938;1653;0;2052;2163;5;7;6;175;31;1180
SP;MOGI-GUACU;97365;52727;0;2548;1137;5994;2483;1;608;452;23117;4827;561;0;972;1548;14;4;0;9;7;356
SP;MOGI-MIRIM;64595;36207;0;1944;164;4868;1906;3;356;213;14563;2540;471;0;811;227;7;3;0;12;10;290
SP;MOMBUCA;1507;876;0;96;16;142;38;0;0;6;234;22;19;0;31;25;0;0;0;1;0;1
SP;MONCOES;1596;673;0;80;44;155;27;0;0;12;223;10;13;0;129;227;0;0;0;0;0;3
SP;MONGAGUA;18136;10959;0;570;76;1222;686;1;9;105;3510;515;78;0;187;120;2;3;0;26;12;55
SP;MONTE ALEGRE DO SUL;5268;2736;0;224;20;463;184;1;5;43;1337;103;37;0;52;30;0;0;0;0;0;33
SP;MONTE ALTO;35968;16816;0;1471;252;2624;854;0;160;92;10057;2837;128;0;344;253;4;2;0;2;7;65
SP;MONTE APRAZIVEL;14447;8129;0;605;119;1434;407;1;57;50;2469;216;222;0;488;193;5;0;0;9;4;39
SP;MONTE AZUL PAULISTA;11558;6390;0;484;74;1160;315;0;114;40;1837;626;155;0;212;94;0;2;0;0;1;54
SP;MONTE CASTELO;1904;1137;0;80;16;173;37;0;2;6;363;12;13;0;42;20;1;0;0;0;0;2
SP;MONTE MOR;23329;15058;0;727;171;1681;616;0;22;94;3910;426;125;0;195;241;7;1;0;3;5;47
SP;MONTEIRO LOBATO;2745;1432;0;204;75;256;99;1;2;51;523;17;18;0;13;11;0;2;0;20;2;19
SP;MORRO AGUDO;15308;7428;0;679;302;1368;363;0;151;47;2539;1379;169;0;461;339;2;0;0;0;5;76
SP;MORUNGABA;8120;5012;0;382;31;807;353;0;2;63;1228;85;31;0;59;34;1;0;0;2;0;30
SP;MOTUCA;2055;1192;0;138;23;209;48;0;6;9;290;15;31;0;43;46;0;0;0;0;0;5
SP;MUNICIPIO NAO INFORMADO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SP;MURUTINGA DO SUL;1926;1094;0;90;4;199;38;0;3;10;354;51;15;0;59;4;4;0;0;0;0;1
SP;NANTES;893;586;0;21;9;103;20;0;1;15;85;5;17;0;19;12;0;0;0;0;0;0
SP;NARANDIBA;1737;959;0;83;42;141;32;0;0;8;267;28;19;0;78;80;0;0;0;0;0;0
SP;NATIVIDADE DA SERRA;2188;1180;0;93;1;219;74;0;2;45;514;7;8;0;25;5;0;0;0;3;1;11
SP;NAZARE PAULISTA;10050;5429;0;691;101;816;327;0;7;21;2226;146;27;0;129;84;1;2;0;4;6;33
SP;NEVES PAULISTA;4820;2988;0;187;19;452;127;0;12;11;762;90;32;0;114;24;0;0;0;0;0;2
SP;NHANDEARA;6306;3749;0;203;38;676;167;0;21;23;916;197;41;0;203;48;0;0;0;2;0;22
SP;NIPOA;2468;1343;0;150;40;269;44;0;0;11;412;25;30;0;80;63;1;0;0;0;0;0
SP;NOVA ALIANCA;3033;1869;0;145;9;314;62;0;8;15;443;41;18;0;89;13;1;1;0;0;0;5
SP;NOVA CAMPINA;1681;894;0;79;3;105;59;0;0;16;469;17;20;0;9;9;0;0;0;0;1;0
SP;NOVA CANAA PAULISTA;895;584;0;35;1;76;8;0;0;6;140;4;7;0;30;3;0;0;0;0;0;1
SP;NOVA CASTILHO;576;371;0;16;1;73;7;0;0;4;78;5;4;0;15;2;0;0;0;0;0;0
SP;NOVA EUROPA;4579;2833;0;182;68;436;148;0;4;11;435;31;141;0;146;131;0;2;0;0;1;10
SP;NOVA GRANADA;11171;6056;0;352;128;853;242;0;85;56;2381;468;101;0;217;209;1;1;0;2;3;16
SP;NOVA GUATAPORANGA;1074;654;0;42;0;100;14;0;1;5;184;7;14;0;50;1;0;1;0;0;0;1
SP;NOVA INDEPENDENCIA;1353;848;0;54;12;96;16;0;0;11;181;25;12;0;16;81;0;0;0;0;0;1
SP;NOVA LUZITANIA;1448;974;0;38;0;99;20;0;1;2;228;25;25;0;32;2;0;0;0;0;0;2
SP;NOVA ODESSA;37277;23126;0;910;124;2804;1136;0;96;133;6797;1415;128;1;324;132;1;3;0;5;4;138
SP;NOVAIS;1886;1048;0;95;26;129;39;0;1;7;377;15;30;0;62;55;0;0;0;0;1;1
SP;NOVO HORIZONTE;24836;12906;0;1152;206;1835;624;1;137;38;5431;822;282;0;853;450;22;0;0;8;3;66
SP;NUPORANGA;3433;2123;0;219;31;443;89;0;14;20;284;56;52;0;39;57;1;0;0;0;0;5
SP;OCAUCU;1968;1194;0;112;1;194;74;0;0;9;323;14;18;0;21;3;2;0;0;0;0;3
SP;OLEO;1143;771;0;37;5;117;24;0;0;10;133;17;7;0;16;4;0;0;0;0;0;2
SP;OLIMPIA;32631;18371;0;972;141;2588;927;0;134;120;6515;1347;233;0;743;393;6;0;0;1;8;132
SP;ONDA VERDE;1726;1047;0;96;15;125;29;0;1;8;221;9;21;0;105;47;1;0;0;0;0;1
SP;ORIENTE;2868;1675;0;93;42;284;67;0;5;11;379;47;18;0;49;191;0;0;0;1;0;6
SP;ORINDIUVA;3296;1705;0;222;86;280;65;0;2;9;334;54;84;0;171;279;0;1;0;0;0;4
SP;ORLANDIA;29997;15040;0;961;319;2300;896;0;407;58;5895;2890;277;0;317;480;1;0;0;16;3;137
SP;OSASCO;388715;260440;2;10640;2004;24182;15818;5;130;2100;56363;8610;2704;1;1678;2270;2;13;0;152;27;1574
SP;OSCAR BRESSANE;1216;726;0;60;17;174;33;0;0;7;159;4;4;0;14;18;0;0;0;0;0;0
SP;OSVALDO CRUZ;20827;10970;0;573;668;1422;432;0;198;33;3956;815;108;0;372;1197;2;2;0;1;6;72
SP;OURINHOS;65694;33950;0;2211;599;4350;1835;5;308;160;15064;4405;625;0;1095;840;10;2;0;13;8;214
SP;OURO VERDE;3121;1812;0;133;17;233;41;1;4;5;624;70;64;0;84;27;0;0;0;2;0;4
SP;OUROESTE;4767;2694;0;180;31;433;97;0;3;13;768;230;38;0;220;52;0;0;0;1;1;6
SP;PACAEMBU;6042;3837;0;204;126;487;107;0;9;24;741;99;42;0;151;204;0;0;0;0;2;9
SP;PALESTINA;5536;3575;0;169;55;535;154;0;4;21;605;57;46;0;185;120;0;0;0;0;1;9
SP;PALMARES PAULISTA;3529;2124;0;77;65;226;68;0;2;13;606;33;106;0;76;127;0;0;0;0;1;5
SP;PALMEIRA D'OESTE;6046;3484;0;249;45;588;111;0;3;7;848;260;36;0;336;70;0;0;0;1;0;8
SP;PALMITAL;12723;6760;0;646;241;1286;326;0;134;43;1955;532;55;0;293;396;12;0;0;1;4;39
